,tt,type,ru,,
,боз ,feminine,gľeţ,,
,мальдивлар ,nonetype,мальдивы,,
,хайван ,nonetype,prãvdã,,
,хайван ,noun feminine,pravdã,,
,Видео өстән ,nonetype,видео сверху,,
,аурупа ,nonetype,европа,,
,аурупа ,noun feminine,Европа,,
,latviä ,nonetype,латвія,,
,latviä ,nonetype,Латвія,,
,бот ,noun,cicior,,
,бот ,feminine,coapsã,,
,тел ,nonetype,limbă,,
,литосфера ,feminine,литосфера,,
,литосфера ,nonetype,литосфера,,
,Yäkşämbe ,nonetype,Воскресенье,,
,Yäkşämbe ,proper neuter,воскресенье,,
,веб-өлеш ,nonetype,веб-часть,,
,конфигурация җыелмасы ,nonetype,набор конфигурации,,
,Челтәр басагы урнаштыру остасы ,nonetype,мастер установки сетевого принтера,,
,Буяу тамчысы ,nonetype,капля краски,,
,Başqortstan ,proper masculine,Башкортостан,,
,әрмәнстан ,nonetype,армения,,
,әрмәнстан ,proper, noun feminine,Армения,,
,ädäbiät ,feminine,література,,
,ана ,feminine,mamã,,
,ана ,feminine,mumã,,
,бәбәй ,noun neuter,дитя,,
,бәбәй ,noun feminine,крошка,,
,бәбәй ,noun masculine,малыш,,
,бәбәй ,noun feminine,малютка,,
,бәбәй ,noun masculine,младенец,,
,бәбәй ,noun masculine,ребёнок,,
,бәбәй ,noun masculine,детёныш,,
,бәбәй ,adjective,детский,,
,бәбәй ,noun feminine,малышка,,
,шрифт килбәте ,nonetype,начертание шрифта,,
,нигерия ,nonetype,ніґерія,,
,катар ,noun masculine,катар,,
,İsrael ,proper masculine,Израиль,,
,команда ,noun feminine,команда,,
,Comğa ,nonetype,Пятница,,
,Comğa ,proper feminine,пятница,,
,Bakı ,proper masculine,Баку,,
,килограмм ,noun masculine,килограмм,,
,килограмм ,noun,килограмм,,
,сайлак ,noun neuter,меню,,
,сидней ,nonetype,сідні,,
,мәгълүматны тикшерү ,nonetype,проверка данных,,
,чара ,noun neuter,средство,,
,чара ,noun masculine,инструмент,,
,кайда ,nonetype,i̯undi,,
,Санлы кәрзин ,nonetype,цифровая корзина,,
,Автоном эш кебек ,adjective,невидимый,,
,Abxazía ,proper feminine,Абхазия,,
,баш хәрефләр белән ,noun,прописными буквами,,
,tawis ,noun masculine,павлин,,
,сурәтләрне эшкәртү һәм бастыру җайланмалары ,nonetype,устройства печати и обработки изображений,,
,тирана ,noun,тирана,,
,як-яклап сорау ,nonetype,перекрестный запрос,,
,җәй ,noun neuter,лето,,
,җәй ,noun,лето,,
,алгоритм ,noun masculine,алгоритм,,
,алгоритм ,noun,алгоритм,,
,шул җирдә ,nonetype,colo,,
,шул җирдә ,nonetype,ạncǫ,,
,иран ,nonetype,іран,,
,елга ,neuter,arãu,,
,елга ,nonetype,Arâu,,
,елга ,nonetype,arão,,
,презентация пакеты ,nonetype,презентационный пакет,,
,нечкә ,nonetype,тонкый,,
,бергәләп язу ,nonetype,совместное редактирование,,
,ливия ,nonetype,ливия,,
,ливия ,proper feminine,Ливия,,
,yün ,proper masculine,июнь,,
,yün ,nonetype,Июнь,,
,Үзлекләр редакторы ,nonetype,редактор свойств,,
,санлы имза ,nonetype,цифровая подпись,,
,чех ,proper masculine,чешский,,
,чех ,noun masculine,чех,,
,чех ,masculine,Чешский,,
,чех ,proper masculine,чешский,,
,чех ,nonetype,чешский язык,,
,призма ,noun feminine,призма,,
,призма ,noun,призма,,
,агымдагы башлам ,noun masculine,колонтитул,,
,кысалы контроль ,nonetype,элемент управления "поле со списком",,
,Ата-ана идарәсе ,nonetype,родительский контроль,,
,Ата-ана идарәсе ,nonetype,родительский контроль,,
,бизәлеш үрнәге ,nonetype,шаблон оформления,,
,даирә ,noun masculine,круг,,
,даирә ,noun feminine,область,,
,Ачылучанлыкны тикшерүче ,nonetype,проверка читаемости,,
,Троян-ташлаткыч ,nonetype,троян-сбрасыватель,,
,бит чикләре белән карау ,nonetype,страничный режим,,
,үлчәм ,noun feminine,мера,,
,үлчәм ,noun masculine,размер,,
,үлчәм ,noun neuter,измерение,,
,үлчәм ,noun masculine,объём,,
,башлам чыганагы ,nonetype,источник заголовков,,
,Хиндостан ,proper feminine,Индия,,
,таләп итүче җайланма ,nonetype,запрашивающее устройство,,
,көньяк америка ,nonetype,южна америка,,
,Азәрбайҗан ,proper, noun masculine,Азербайджан,,
,Азәрбайҗан ,nonetype,азербайджан,,
,социология ,nonetype,соціолоґія,,
,социология ,nonetype,Соціолоґія,,
,Pótr Leonidoviç Kapitsa ,nonetype,Пётр Леонидович Капица,,
,сан ,neuter,чісло,,
,сан ,nonetype,Чісло,,
,сан ,nonetype,Чісловникы,,
,Төркем принцибы ,nonetype,групповая политика,,
,охшашлык ,nonetype,четность,,
,Ortodoks Xristianlıq ,nonetype,Православие,,
,кабул итү ,verb pf,принять,,
,кабул итү ,noun masculine,приём,,
,эпидемия ,noun feminine,эпидемия,,
,эпидемия ,noun,эпидемия,,
,Sankt-Peterburg ,proper masculine,Санкт-Петербург,,
,ак аю ,noun masculine,белый медведь,,
,җирле үзенчәлекләр ,nonetype,языковой стандарт,,
,Awrupı Berlege ,masculine,Европейский Союз,,
,кайда ,nonetype,iu,,
,метр ,nonetype,метер,,
,метр ,nonetype,Метер,,
,берәмлекләр ,noun,единицы,,
,&amp; ,nonetype,Шурале,,
,макрослы ,nonetype,с поддержкой макросов,,
,Интернетка тоташу ,nonetype,подключение к Интернету,,
,төсне эләктереп алу ,nonetype,треппинг,,
,Сузу ,noun,растяжение,,
,Сузу ,verb pf,растянуть,,
,җимеш ,nonetype,plod,,
,баш ,nonetype,cap,,
,шотландия ,nonetype,scotlandia,,
,ак йорт ,nonetype,белый дом,,
,Бөтен хезмәтләр ,nonetype,Все службы,,
,төньяк боз океаны ,nonetype,северный ледовитый океан,,
,Windows яңартылу үзәге веб-төене ,nonetype,веб-сайт Центра обновления Windows,,
,төкерергә ,nonetype,ascuchiu,,
,Керү ,verb,войти,,
,Керү ,noun masculine,вход,,
,Керү ,verb,входить,,
,Керү ,noun masculine,доступ,,
,Керү ,nonetype,получить доступ,,
,мәккә ,nonetype,мекка,,
,мәккә ,proper feminine,Мекка,,
,версия ,noun feminine,версия,,
,авыр ,adjective,тяжелый,,
,авыр ,adjective masculine,трудный,,
,авыр ,adverb,тяжело,,
,авыр ,noun,тяжёлый,,
,авыр ,adjective,суровый,,
,авыр ,adverb,трудно,,
,авыр ,verb,болеть,,
,авыр ,verb,заболеть,,
,авыр ,adjective,тяжкий,,
,поляк ,proper masculine,польский,,
,поляк ,noun masculine,поляк,,
,поляк ,nonetype,Польский,,
,поляк ,proper masculine,польский,,
,театр ,nonetype,Театр,,
,театр ,nonetype,театр,,
,august ,proper masculine,август,,
,august ,proper masculine,Август,,
,august ,proper masculine,август,,
,язмалар җыелмасы ,nonetype,набор записей,,
,сары ,nonetype,galbin,,
,Andorra ,proper feminine,Андорра,,
,мәгълүматлы график ,nonetype,рисунок, связанный с данными,,
,төсле күрәк ,nonetype,цветной монитор,,
,Миңа килгән язмалар ,nonetype,Полученные заметки,,
,канада ,nonetype,канада,,
,вакланма сызыгы ,nonetype,дробная черта,,
,"Файл" сайлагы ,nonetype,меню "Файл",,
,эчтәлек үрнәге ,nonetype,шаблон содержимого,,
,маврикий ,nonetype,маврикий,,
,бәрергә ,nonetype,agudescu,,
,ышанычлы чыганак ,nonetype,надежный источник,,
,агент ,noun masculine,агент,,
,taş ,noun masculine,камень,,
,taş ,noun masculine,камешек,,
,Синхронлаштыру үзәге ,nonetype,центр синхронизации,,
,яңа зеландия ,nonetype,новый зеланд,,
,санарга ,verb impf,считать,,
,санарга ,verb pf,посчитать,,
,санарга ,verb pf,сосчитать,,
,санарга ,verb pf,счесть,,
,урта гасырлар ,nonetype,средние века,,
,локаль төркем ,nonetype,локальная группа,,
,австрия ,nonetype,austria,,
,торырга ,nonetype,stau,,
,терке ,noun masculine,ель,,
,терке ,noun feminine,ёлка,,
,систем вакыйга ,nonetype,системное событие,,
,операцион система ,noun feminine,операционная система,,
,Nobel büläge ,noun feminine,Нобелевская премия,,
,Nobel büläge ,nonetype,нобелевская премия,,
