,tt,type,ru,,
,Таҗикстан,proper,таджикистан ,,
,МАРI,nonetype,интерфейс MAPI ,,
,Tatarstan,nonetype,Татарстан ,,
,Татарстан,proper,Татарстан ,,
,Татарста́н,nonetype,Татарстан ,,
,әлгул,nonetype,алголь ,,
,Mangazeya,nonetype,Мангазея ,,
,швейцария,nonetype,швейцария ,,
,Швейцария,proper,швейцария ,,
,босфор бугазы,nonetype,босфор ,,
,Босфор бугазы,proper,босфор ,,
,Истанбул бугазы,proper,босфор ,,
,язма,nonetype,заметка ,,
,урнаштыру,nonetype,устанавливать ,,
,урнаштырырга,nonetype,устанавливать ,,
,Казан,proper,Казань ,,
,Qazan,proper,Казань ,,
,قازان,proper,Казань ,,
,قزان,proper,Казань ,,
,шешәргә,nonetype,пухнуть ,,
,координатлар пары,nonetype,пара координат ,,
,mingirachah,nonetype,лёд ,,
,nonq,nonetype,лёд ,,
,сызык,nonetype,тире ,,
,кирәксез почта,nonetype,нежелательная почта ,,
,соралмаган коммерциячел электрон почта,nonetype,нежелательная почта ,,
,спам,nonetype,нежелательная почта ,,
,чүп,nonetype,нежелательная почта ,,
,чүп почта,nonetype,нежелательная почта ,,
,тамыр элемент,nonetype,корневой элемент ,,
,мәгълүмат тамгасы,nonetype,метка данных ,,
,инициатор,nonetype,инициатор ,,
,документ тәрәзе,nonetype,окно документа ,,
,Konstantin Thon,nonetype,Константин Андреевич Тон ,,
,Safagäräy,nonetype,Сафа-Гирей ,,
,Серпантин,nonetype,серпантин ,,
,канал,noun,канал ,,
,Kanal,nonetype,канал ,,
,серия номеры,nonetype,серийный номер ,,
,Чех,nonetype,Чешский ,,
,чех,proper,Чешский ,,
,çex,nonetype,Чешский ,,
,Чех,nonetype,Чешский ,,
,ike,Cardinal number,двое ,,
,ике,determiner,двое ,,
,невада,nonetype,невада ,,
,англия,proper,английский язык ,,
,Англия,nonetype,английский язык ,,
,инглиз теле,nonetype,английский язык ,,
,сөйләмне тану,nonetype,распознавание речи ,,
,салкын,noun,студёный ,,
,суык,adjective,студёный ,,
,биредә,nonetype,здесь ,,
,бу җирдә,nonetype,здесь ,,
,монда,nonetype,здесь ,,
,бу,pronoun,здесь ,,
,lewa,nonetype,это ,,
,neke,nonetype,это ,,
,nekin,nonetype,это ,,
,Tavisupleba,nonetype,Гимн Грузии ,,
,бала,noun,отрок ,,
,сабый,nonetype,отрок ,,
,кабатланучы төркем,nonetype,повторяющаяся группа ,,
,İnglizçä söyläşmim,Phrase,я не говорю по-английски ,,
,Ethernet аша ноктадан ноктага протоколы,nonetype,протокол PPPoE ,,
,Törekçä,proper,турецкий ,,
,Törek,proper,турецкий ,,
,törekçä,nonetype,турецкий ,,
,төрек теле,nonetype,турецкий ,,
,төрекча,nonetype,турецкий ,,
,Törek tele,nonetype,турецкий ,,
,Törekçä,proper,турецкий ,,
,биометрия,nonetype,биометрия ,,
,челтәр сызыклары,nonetype,линии сетки ,,
,кискеч,nonetype,зубило ,,
,Автоном эш,nonetype,не в сети ,,
,автоном,nonetype,не в сети ,,
,автоном эш,nonetype,не в сети ,,
,Грузия,proper,грузинский ,,
,Грузия,nonetype,грузинский ,,
,сайлак юлы,nonetype,строка меню ,,
,Кертелгән сурәтләрне эшкәртү һәм идарә итү,nonetype,система DISM ,,
,иминлек,nonetype,безопасность ,,
,куркынычсызлык,noun,безопасность ,,
,Иминлек,nonetype,безопасность ,,
,Хорват,proper,Хорватский ,,
,Хорват,proper,Хорватский ,,
,xorvat,nonetype,Хорватский ,,
,өй төркеме,nonetype,домашняя группа ,,
,халәт юлы,nonetype,строка состояния ,,
,-ya,nonetype,около ,,
,рентген нурланышы,nonetype,рентгеновское излучение ,,
,Räşid Sönniev,nonetype,Рашид Алиевич Сюняев ,,
,оптимальләргә,nonetype,оптимизировать ,,
,керү белән идарә исемлеге,nonetype,список управления доступом ,,
,эзләү,nonetype,выполнять поиск ,,
,Uran,proper,Уран ,,
,уран,noun,Уран ,,
,Uran,proper,Уран ,,
,кагырга,nonetype,забивать ,,
,үтерергә,nonetype,забивать ,,
,тамгалау нигезендәге фильтр,nonetype,фильтрация по выделенному ,,
,Майкрософт Белем базасы,nonetype,база знаний Майкрософт ,,
,Имзаны көйләү,nonetype,настройка подписи ,,
,форма идарәсе элементы,nonetype,элемент управления формы ,,
,мәче,noun,кот ,,
,песи,noun,кот ,,
,mäçe,noun,кот ,,
,pesi,noun,кот ,,
,кар,noun,снег ,,
,qar,nonetype,снег ,,
,Кар,nonetype,снег ,,
,ява,nonetype,ява ,,
,Ява,nonetype,ява ,,
,габон,nonetype,габон ,,
,азот,noun,азот ,,
,Азот,nonetype,азот ,,
,виртуальләштерү режимы,nonetype,режим виртуализации ,,
,арасыз,nonetype,без пауз ,,
,hiyan,nonetype,спать ,,
,карап бару,nonetype,отслеживать ,,
,сызык,nonetype,отслеживать ,,
,тәрәз башламы,nonetype,заголовок окна ,,
,физика,noun,физика ,,
,fizika,nonetype,физика ,,
,арасыз яздыру,nonetype,запись без пауз ,,
,исәпләнүче кыр,nonetype,поле подстановки ,,
,эпос,noun,эпос ,,
,Эпос,nonetype,эпос ,,
,дастан,noun,эпос ,,
,система өлкәсе,nonetype,системная область ,,
,Котып балкышы,nonetype,полярное сияние ,,
,котып балкышы,nonetype,полярное сияние ,,
,урду,noun,урду ,,
,*man,nonetype,пташка ,,
,mayink,nonetype,пташка ,,
,егерме,determiner,двадцать ,,
,yegerme,numeral,двадцать ,,
,бәйләргә,nonetype,привязать ,,
,бәй,nonetype,привязать ,,
,бәйләү,nonetype,привязать ,,
,оператор,noun,оператор ,,
,аңлатма,nonetype,оператор ,,
,әпирәтер,nonetype,оператор ,,
,ялтыратуны оптимальләштерү,nonetype,оптимизатор глянца ,,
,кыстыргыч,nonetype,закладка ,,
,югарыгы нәтиҗә,nonetype,лучший результат ,,
,кыр исеме,nonetype,имя поля ,,
,Видео стилләре,nonetype,Видеоэффекты ,,
,вертикаль сызык,nonetype,вертикальная черта ,,
,Кисәтү,nonetype,предупреждение ,,
,хәбәр,nonetype,предупреждение ,,
,сомали,nonetype,сомали ,,
,исемлекле кыр,nonetype,поле со списком ,,
,катнаш кыр,nonetype,поле со списком ,,
,qazaqstan respublikası,nonetype,казахстан ,,
,Qazaqstan,nonetype,казахстан ,,
,Қазақстан,nonetype,казахстан ,,
,астына сызу,nonetype,символ подчеркивания ,,
,Румын,nonetype,Румынский ,,
,Romança,nonetype,Румынский ,,
,Румын,nonetype,Румынский ,,
,сыйфат,noun,качество ,,
,төгәллек,nonetype,качество ,,
,хәбәр төре,nonetype,класс сообщений ,,
,активлату,nonetype,активировать ,,
,активлатырга,nonetype,активировать ,,
,эзлекле порт,nonetype,последовательный порт ,,
,Kirill älifbası,nonetype,кириллица ,,
,kirill älifbası,nonetype,кириллица ,,
,кириллица,noun,кириллица ,,
,älifba,noun,абецеда ,,
,chuchag,nonetype,ноготь ,,
,tsutsak,nonetype,ноготь ,,
,шарлавык,nonetype,водопад ,,
,шарлама,nonetype,водопад ,,
,кәшләү,nonetype,кэширование ,,
,Piter I,nonetype,Пётр I ,,
,Antoine de Saint-Exupéry,nonetype,Антуан де Сент-Экзюпери ,,
,җиде йөз,determiner,семьсот ,,
,җиде,determiner,семь ,,
,cide,Cardinal number,семь ,,
,моменталь сурәт,nonetype,моментальный снимок ,,
,Windows System Image Backup,nonetype,архивация образа системы ,,
,Габдулла,proper,Абдулла ,,
,Ğabdulla,proper,Абдулла ,,
,тапшыру,nonetype,переадресовать ,,
,чыбыксыз челтәр идентификаторы,nonetype,идентификатор беспроводной сети ,,
,Гизгеч,nonetype,браузер ,,
,гизгеч,nonetype,браузер ,,
,күзәтүче,nonetype,браузер ,,
,таш дәвере,nonetype,каменный век ,,
,эчтәлек библиотекасы,nonetype,библиотека контента ,,
,кесә телефоны,nonetype,мобильный телефон ,,
,мобиль телефон,nonetype,мобильный телефон ,,
,актив,adjective,активный ,,
,эшлекле,nonetype,активный ,,
,галактика,noun,галактика ,,
,Галактика,nonetype,галактика ,,
,күзәтеп бару,nonetype,отслеживание ,,
,-да,nonetype,возле ,,
,-дә,nonetype,возле ,,
,янында,nonetype,возле ,,
,өстендә,adposition,возле ,,
,актив бит,nonetype,активный лист ,,
,имза сызыгы,nonetype,строка подписи ,,
,тешләргә,nonetype,кусать ,,
,сиэтл,nonetype,сиэтл ,,
,Чехия,proper,Чехия ,,
,Чехия Җөмһүрият,nonetype,Чехия ,,
,очарга,nonetype,летать ,,
,очу,nonetype,летать ,,
,клиент санагы,nonetype,клиентский компьютер ,,
,танзания,nonetype,танзания ,,
,Танзания,proper,танзания ,,
,меланезия,nonetype,меланезия ,,
,никарагуа,nonetype,никарагуа ,,
,бастыру башлыгы,nonetype,заголовки для печати ,,
,ботак,noun,ветвь ,,
