,cv,type,ru,,
,Полищук Любовь Григорьевна,nonetype,Любовь Григорьевна Полищук ,,
,Пурлăх хисепĕ,nonetype,натуральное число ,,
,пурлăх хисепĕ,nonetype,натуральное число ,,
,венесуэла,nonetype,венесуэла ,,
,вермут,nonetype,вермут ,,
,Вермут,nonetype,вермут ,,
,рота,nonetype,рота ,,
,Рота,nonetype,рота ,,
,колорадо,nonetype,колорадо ,,
,Колорадо,nonetype,колорадо ,,
,Чĕрĕлле иртерекен сăнарлă вăйăсем,nonetype,Ролевые игры живого действия ,,
,Франксем,nonetype,Франки ,,
,франксем,nonetype,Франки ,,
,Вьентьян,nonetype,Вьентьян ,,
,укçа,nonetype,деньги ,,
,укҫа,noun,деньги ,,
,Укçа,nonetype,деньги ,,
,укçа-тенкĕ,nonetype,деньги ,,
,Пуэрто-Рико ирĕклĕх партийĕ,nonetype,Партия независимости Пуэрто-Рико ,,
,Аламбик,nonetype,перегонный куб ,,
,аламбик,nonetype,перегонный куб ,,
,венгр чĕлхи,nonetype,венгерский язык ,,
,Çӳлти,nonetype,Верхнее озеро ,,
,тĕп ази,nonetype,центральная азия ,,
,Аттил,nonetype,Аттила ,,
,аттил,nonetype,Аттила ,,
,Дерипаска Олег Владимирович,nonetype,Олег Владимирович Дерипаска ,,
,пыл,noun,мёд ,,
,пыл,nonetype,мёд ,,
,малайзи,nonetype,малайзия ,,
,Малайзи,nonetype,малайзия ,,
,хура тăхлан,nonetype,свинец ,,
,Хура тăхлан,nonetype,свинец ,,
,шотланд чĕлхи,nonetype,шотландский язык ,,
,Шотланд чĕлхи,nonetype,шотландский язык ,,
,Шотланд чĕлхи,nonetype,шотландский язык ,,
,галли,nonetype,галлия ,,
,Галли,nonetype,галлия ,,
,театр,noun,театр ,,
,Театр,nonetype,театр ,,
,Эрмени,proper,Армения ,,
,Армени,proper,Армения ,,
,эрмени,nonetype,Армения ,,
,кабо верде,nonetype,кабо-верде ,,
,Кабо Верде,nonetype,кабо-верде ,,
,йытӑ,noun,псина ,,
,Невельск,nonetype,Невельск ,,
,Лексика,nonetype,лексика ,,
,лексика,nonetype,лексика ,,
,Ирĕклĕх лапамĕ,nonetype,Площадь Независимости ,,
,Увăс Нур,nonetype,Убсу-Нур ,,
,омоним,nonetype,омоним ,,
,Омоним,nonetype,омоним ,,
,хусǎклама,nonetype,рыть ,,
,чавма,nonetype,рыть ,,
,авăт,nonetype,рыть ,,
,алт,nonetype,рыть ,,
,чав,nonetype,рыть ,,
,Светлогорск,nonetype,Светлогорск ,,
,серб чĕлхи,nonetype,сербский язык ,,
,Каверин Вениамин Александрович,nonetype,Вениамин Александрович Каверин ,,
,сири,nonetype,сирия ,,
,Сири,nonetype,сирия ,,
,семит чĕлхисем,nonetype,семитские языки ,,
,ирçе чĕлхи,nonetype,эрзянский язык ,,
,хут,nonetype,вата ,,
,ваткă,nonetype,вата ,,
,фландри,nonetype,фландрия ,,
,Гавана,nonetype,Гавана ,,
,гавана,nonetype,Гавана ,,
,германи,nonetype,германия ,,
,Германи,nonetype,германия ,,
,أهًىàيè,nonetype,германия ,,
,Соломон Утравĕсем,nonetype,Соломоновы Острова ,,
,Соломон Утравĕсем,nonetype,Соломоновы Острова ,,
,соломон утравĕсем,nonetype,Соломоновы Острова ,,
,Кулăш,nonetype,юмор ,,
,кулăш,nonetype,юмор ,,
,корнелл университечĕ,nonetype,корнелльский университет ,,
,бонн,nonetype,бонн ,,
,çурăм,nonetype,хребет ,,
,Эри,nonetype,Эри ,,
,Кобдо,nonetype,Кобдо ,,
,Утă,nonetype,Июль ,,
,утă,proper,Июль ,,
,uta,nonetype,Июль ,,
,ҫӗртме,nonetype,Июль ,,
,uta утă,nonetype,Июль ,,
,июль,noun,Июль ,,
,утă уйăхĕ,nonetype,Июль ,,
,утă уйăхе,nonetype,Июль ,,
,утӑ,nonetype,Июль ,,
,осётр йышшисем,nonetype,осетровые ,,
,пекан,nonetype,пекан ,,
,Нигери,nonetype,Нигерия ,,
,нигери,nonetype,Нигерия ,,
,фонетика,nonetype,фонетика ,,
,Фонетика,nonetype,фонетика ,,
,иврит,nonetype,иврит ,,
,Иврит,nonetype,иврит ,,
,арап чĕлхи,nonetype,иврит ,,
,роман,noun,роман ,,
,Гусев,nonetype,Гусев ,,
,Голядьсем,nonetype,Голядь ,,
,кăсăя йышшисем,nonetype,синицевые ,,
,Кăсăя йышшисем,nonetype,синицевые ,,
,çĕнĕ орлеан,nonetype,новый орлеан ,,
,Çĕнĕ Орлеан,nonetype,новый орлеан ,,
,Çěнě Орлеан,nonetype,новый орлеан ,,
,Енисей,nonetype,Енисей ,,
,марокко,nonetype,марокко ,,
,Марокко,nonetype,марокко ,,
,бургунди,nonetype,бургундия ,,
,Ялта,proper,Ялта ,,
,ялта,nonetype,Ялта ,,
,çинче,nonetype,тонкий ,,
,çӱхе,nonetype,тонкий ,,
,çӳхе,nonetype,тонкий ,,
,ҫинҫе,adjective,тонкий ,,
,ҫӳхе,adjective,тонкий ,,
,çÿхе,nonetype,тонкий ,,
,çинçе,nonetype,тонкий ,,
,Измир,nonetype,Измир ,,
,Гана,nonetype,Гана ,,
,гана,nonetype,Гана ,,
,хула,noun,городок ,,
,техас,nonetype,техас ,,
,Техас,nonetype,техас ,,
,тăркăч,nonetype,коньки ,,
,Тăркăч,nonetype,коньки ,,
,кечуа,proper,кечуа ,,
,Кечуа,nonetype,кечуа ,,
,кечуа,proper,кечуа ,,
,анис,nonetype,анис ,,
,йемен,nonetype,йемен ,,
,Йемен,nonetype,йемен ,,
,Азербайджан,proper,Азербайджан ,,
,азербайджан,nonetype,Азербайджан ,,
,Дагестан Çутисем,nonetype,Дагестанские Огни ,,
,Квадсем,nonetype,Квады ,,
,Тёша,nonetype,Тёша ,,
,Сакссем,nonetype,Саксы ,,
,джорджи,nonetype,джорджия ,,
,Джорджи,nonetype,джорджия ,,
,бангкок,nonetype,бангкок ,,
,Бангкок,proper,бангкок ,,
,хĕрлĕ карас,nonetype,золотой карась ,,
,кали,noun,калий ,,
,Кали,nonetype,калий ,,
,бригада,noun,бригада ,,
,Бригада,nonetype,бригада ,,
,орегон,nonetype,орегон ,,
,Орегон,nonetype,орегон ,,
,Шăматкун,nonetype,Суббота ,,
,шăматкун,noun,Суббота ,,
,шăмат кун,nonetype,Суббота ,,
,шӑмат кун,nonetype,Суббота ,,
,шӑматкун,noun,Суббота ,,
,мао цзедун,nonetype,мао цзэдун ,,
,Мао Цзедун,nonetype,мао цзэдун ,,
,Од,nonetype,Од ,,
,вильнюс,nonetype,вильнюс ,,
,Вильнюс,nonetype,вильнюс ,,
,перс кӳлмекĕ,nonetype,персидский залив ,,
,Перс кӳлмекĕ,nonetype,персидский залив ,,
,Перси заливĕ,nonetype,персидский залив ,,
,уругвай,nonetype,уругвай ,,
,Уругвай,nonetype,уругвай ,,
,ондатра,nonetype,ондатра ,,
,Ондатра,nonetype,ондатра ,,
,лак чĕлхи,nonetype,лакский язык ,,
,Бронза,nonetype,бронза ,,
,бронза,noun,бронза ,,
,Шанхай,nonetype,Шанхай ,,
,шанхай,nonetype,Шанхай ,,
,Макао,nonetype,Макао ,,
,Биржа,nonetype,биржа ,,
,биржа,nonetype,биржа ,,
,Иран,nonetype,Иран ,,
,ислам республики иран,nonetype,Иран ,,
,Сенегал,nonetype,Сенегал ,,
,драматург,nonetype,драматург ,,
,Драматург,nonetype,драматург ,,
,Испани,proper,Испания ,,
,испани,nonetype,Испания ,,
,Архангельск,proper,Архангельск ,,
,микологи,nonetype,микология ,,
,Микологи,nonetype,микология ,,
,кӑмпа,noun,гриб ,,
,кăмпа,noun,гриб ,,
,Çĕнĕ Афон,nonetype,Новый Афон ,,
,выльăх,nonetype,зверь ,,
,кайǎк,nonetype,зверь ,,
,чĕр чун,nonetype,зверь ,,
,чĕрчун,noun,зверь ,,
,чӗрчун,noun,зверь ,,
,пыршă,nonetype,утроба ,,
,Алтай Енĕ,nonetype,Алтайский край ,,
,Раштав,nonetype,Рождество Христово ,,
,раштав,nonetype,Рождество Христово ,,
,скопье,nonetype,скопье ,,
,Скопье,proper,скопье ,,
,кадми,nonetype,кадмий ,,
,Кадми,nonetype,кадмий ,,
,Вăтам ĕмĕрсем,nonetype,Средние века ,,
,вăтам ĕмĕрсем,nonetype,Средние века ,,
,эстон чĕлхи,nonetype,эстонский язык ,,
,платина,nonetype,платина ,,
,Платина,nonetype,платина ,,
,тăнлă çын,nonetype,человек разумный ,,
,Маскат,nonetype,Маскат ,,
,кĕреçе,noun,заступ ,,
,Улатакка,nonetype,Дятловые ,,
,Метр,nonetype,метр ,,
,метр,noun,метр ,,
,Биафра кӳлмекĕ,nonetype,Биафра ,,
,афоризм,nonetype,афоризм ,,
,Афоризм,nonetype,афоризм ,,
,раштав,nonetype,рождество христово ,,
,Раштав,nonetype,рождество христово ,,
,Диаметр,nonetype,диаметр ,,
,диаметр,nonetype,диаметр ,,
,вǎл,nonetype,тот ,,
,леш,nonetype,тот ,,
,франксем,nonetype,франки ,,
,Франксем,nonetype,франки ,,
,иран чĕлхисем,nonetype,иранские языки ,,
,Копенгаген тĕплĕх биржи,nonetype,Копенгагенская фондовая биржа ,,
,Парагвай,nonetype,Парагвай ,,
,парагвай,nonetype,Парагвай ,,
,нумай кĕтеслĕх,noun,многоугольник ,,
,Нумай кĕтеслĕх,nonetype,многоугольник ,,
,грек чĕлхи,nonetype,греческий язык ,,
,компьютер,nonetype,компьютер ,,
,Компьютер,nonetype,компьютер ,,
,Празеодим,nonetype,празеодим ,,
,празеодим,nonetype,празеодим ,,
,Норвеги ялавĕ,nonetype,Флаг Норвегии ,,
,гаити,nonetype,республика гаити ,,
,антверпен,nonetype,антверпен ,,
,Антверпен,nonetype,антверпен ,,
,Ӳнер шкулě,nonetype,Академия художеств ,,
,Ӳнер шкулĕ,nonetype,Академия художеств ,,
,Лондон тĕплĕх биржи,nonetype,Лондонская фондовая биржа ,,
,Шри-Ланка,nonetype,Шри-Ланка ,,
,ӑтӑр,nonetype,выдра ,,
,-та,nonetype,во ,,
,-те,nonetype,во ,,
,инçе,nonetype,дальний ,,
,инче,nonetype,дальний ,,
,аякри,nonetype,дальний ,,
,инçет,nonetype,дальний ,,
,катари,adjective,дальний ,,
,бар,noun,бар ,,
,Тверь облаçĕ,nonetype,Тверская область ,,
,базель,nonetype,базель ,,
,Кăрлач,nonetype,Январь ,,
,кăрлач,proper,Январь ,,
,кӑрлач,nonetype,Январь ,,
,янвӑрь,nonetype,Январь ,,
,кăрлач уйăхĕ,nonetype,Январь ,,
,Ксенон,nonetype,ксенон ,,
,ксенон,nonetype,ксенон ,,
,Атăл,nonetype,Волга ,,
,Атӑл,proper,Волга ,,
,атăл,nonetype,Волга ,,
,пуш,proper,март ,,
,Пуш,nonetype,март ,,
,пуш уйăхĕ,nonetype,март ,,
,Пуш,nonetype,март ,,
,Турци патшалăхĕн гимнĕ,nonetype,Гимн Турции ,,
,вăтам европа,nonetype,центральная европа ,,
,фонема,nonetype,фонема ,,
,Фонема,nonetype,фонема ,,
,калифорни,nonetype,калифорния ,,
,Калифорни,nonetype,калифорния ,,
,Плутарх,nonetype,Плутарх ,,
,плутарх,nonetype,Плутарх ,,
,Сĕлтĕ металсем,nonetype,щелочные металлы ,,
,сĕлтĕ металсем,nonetype,щелочные металлы ,,
,шăнкăрч йышшисем,nonetype,скворцовые ,,
,Пржевальский Николай Михайлович,nonetype,Николай Михайлович Пржевальский ,,
,евро,nonetype,евро ,,
,вырăслатни,nonetype,русификация ,,
,каракалпак чĕлхи,nonetype,каракалпакский язык ,,
,тараса,noun,весы ,,
,виçе,nonetype,весы ,,
,Тараса,nonetype,весы ,,
,грузи,nonetype,грузия ,,
,Грузи,nonetype,грузия ,,
,Осми,nonetype,осмий ,,
,осми,nonetype,осмий ,,
,Протекториат,nonetype,протекторат ,,
,протекториат,nonetype,протекторат ,,
,Пицунда,nonetype,Пицунда ,,
,Висанти,proper,Византийская империя ,,
,Висанти империйĕ,proper,Византийская империя ,,
,Тухăç Рим Империне,proper,Византийская империя ,,
,кăмпа,noun,грибок ,,
,кăнтăр полюсĕ,nonetype,южный полюс ,,
,Вутлă хӳре,nonetype,комета ,,
,вутлă хӳре,nonetype,комета ,,
,комета,nonetype,комета ,,
,херес,nonetype,херес ,,
,чăрăш,noun,ёлка ,,
,Çĕнĕ Çулхи чӑрӑш,nonetype,ёлка ,,
,чӑрӑш,nonetype,ёлка ,,
